CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember
531,37,1,143407.29,2,84402.46,Spain,Male,0,1
652,26,3,137998.2,2,168989.77,France,Male,0,1
587,44,5,125584.17,2,41852.24,Germany,Female,1,1
625,57,7,0.0,1,84106.17,Spain,Female,0,0
495,30,10,129755.99,1,172749.65,France,Male,0,0
762,44,7,159316.64,1,24780.13,France,Female,0,0
786,37,7,165896.22,2,66977.68,France,Male,1,1
618,37,5,0.0,1,178705.45,France,Male,0,1
684,29,8,127269.75,1,79495.01,Germany,Male,0,1
783,38,9,114135.17,1,153269.98,France,Male,1,0
829,28,3,132405.52,3,104889.2,Germany,Male,1,0
450,46,5,177619.71,1,54227.06,Spain,Female,1,0
709,24,3,110949.41,1,168515.61,France,Female,1,1
628,27,5,95826.49,2,155996.96,Germany,Male,1,0
636,45,7,139859.23,1,108402.54,France,Female,1,1
772,23,2,0.0,2,18364.19,France,Male,1,0
580,37,9,0.0,2,77108.66,France,Male,0,1
714,37,9,148466.93,2,151280.96,France,Male,0,1
719,37,10,145382.61,1,80408.59,Spain,Male,1,0
661,31,7,144162.3,2,14490.79,France,Female,1,1
676,36,4,0.0,2,3173.31,Spain,Female,1,1
691,58,3,0.0,1,194930.3,France,Male,0,1
553,35,2,158584.28,2,43640.16,Germany,Male,1,0
666,40,5,0.0,2,147878.05,France,Male,1,0
664,26,7,116244.14,2,95145.14,Germany,Male,1,1
563,30,7,90727.79,1,122268.75,France,Male,1,0
716,40,3,0.0,2,167636.15,France,Female,0,1
618,37,2,168178.21,2,101273.23,France,Male,0,1
640,26,5,90402.77,1,3298.65,Germany,Male,1,1
549,49,6,124829.16,1,93551.36,Germany,Female,0,1
640,75,1,106307.91,2,113428.77,Germany,Female,0,1
671,34,7,106603.74,2,26387.71,France,Male,1,1
727,62,5,0.0,2,38652.96,France,Male,0,1
644,28,7,155060.41,1,29179.52,France,Male,1,0
607,33,2,108431.87,2,109291.39,Spain,Female,0,1
687,26,6,0.0,2,32909.13,France,Female,1,1
499,60,7,76961.6,2,83643.87,France,Male,1,1
730,27,5,0.0,2,116081.93,France,Male,1,1
529,39,6,102025.08,2,12351.01,France,Male,1,0
656,30,3,0.0,2,17104.0,France,Male,0,1
812,44,8,0.0,3,66926.83,Spain,Female,1,0
687,41,2,154007.21,1,158408.23,Germany,Female,1,0
626,29,7,0.0,2,49361.84,Spain,Male,1,0
437,43,6,0.0,1,148330.97,France,Female,1,0
657,32,3,118829.03,2,73127.61,France,Male,1,1
672,47,1,0.0,1,91574.92,France,Male,0,0
738,43,9,121152.05,2,64166.7,Germany,Male,1,0
498,42,3,152039.7,1,53445.17,Germany,Male,1,1
523,22,8,123374.46,1,124906.59,France,Male,1,1
633,46,3,0.0,2,120250.58,Spain,Female,1,0
516,27,1,0.0,1,112311.15,Spain,Female,0,1
771,32,5,62321.62,1,40920.59,France,Male,1,1
850,39,0,141829.67,1,92748.16,Spain,Male,1,1
691,24,6,0.0,2,92811.2,France,Male,1,1
482,38,4,124976.19,1,35848.12,France,Male,1,0
694,37,3,0.0,2,147012.22,Spain,Female,1,1
797,31,9,0.0,2,24748.89,France,Male,1,1
545,60,7,128981.07,1,176924.21,Germany,Female,0,1
563,35,2,183572.84,1,66006.75,France,Female,1,1
747,27,10,0.0,2,13007.89,France,Male,0,0
683,40,1,0.0,2,75762.0,France,Female,0,0
690,36,10,0.0,2,55902.93,Spain,Male,1,0
675,33,0,141816.25,1,64815.05,Germany,Female,1,0
593,32,10,158537.42,1,166850.57,Spain,Male,1,0
567,45,1,157320.51,1,62193.92,Spain,Female,1,0
603,31,8,0.0,2,169915.02,France,Male,1,1
653,38,5,114268.22,2,89524.83,Germany,Female,1,1
456,29,5,107000.49,1,153419.62,France,Male,1,1
726,35,9,0.0,2,100556.98,Spain,Female,0,1
593,29,2,152265.43,1,34004.44,France,Female,1,0
575,40,5,0.0,2,122488.59,France,Male,1,1
844,40,7,113348.14,1,31904.31,France,Male,1,0
363,28,6,146098.43,3,100615.14,Spain,Female,1,0
850,47,4,99219.47,2,122141.13,Germany,Female,1,1
757,46,0,0.0,2,37460.05,France,Male,1,0
738,40,1,115409.18,2,180456.8,Germany,Female,0,0
752,48,5,116060.08,1,156618.38,Spain,Male,1,0
497,32,8,111537.23,4,9497.99,Germany,Female,1,1
444,43,3,0.0,2,159131.21,France,Male,1,1
689,26,4,120727.97,1,149073.88,Germany,Male,0,1
668,43,10,113034.31,1,100423.88,Spain,Male,1,1
472,19,9,0.0,2,3453.4,France,Male,1,0
643,41,7,154902.66,1,49667.28,Germany,Male,1,1
717,39,6,0.0,2,93275.61,Spain,Female,1,0
623,21,10,0.0,2,135851.3,France,Male,0,1
707,30,8,0.0,2,33159.37,France,Male,1,0
850,36,3,0.0,2,195033.07,France,Male,1,0
758,33,7,0.0,1,188156.34,France,Female,1,0
795,40,2,101891.1,1,183044.86,France,Female,1,1
771,56,2,0.0,1,25222.6,Spain,Female,1,1
606,33,8,0.0,2,63176.77,Spain,Male,1,1
535,38,0,135919.33,1,80425.65,France,Female,1,0
685,38,4,111798.06,2,102184.66,Germany,Male,1,1
770,55,9,63127.41,2,185211.28,Spain,Male,1,0
476,32,6,111871.93,1,112132.86,France,Female,0,0
629,36,1,161757.87,2,146371.72,Spain,Male,1,1
679,30,9,0.0,2,157871.55,France,Male,1,0
747,58,7,116313.57,1,190696.35,Germany,Male,1,1
799,31,9,154586.92,1,88604.89,Germany,Male,0,1
709,43,8,0.0,2,168035.62,France,Female,0,0
613,30,5,131563.88,2,170638.98,Germany,Female,1,0
611,28,2,0.0,2,25395.83,France,Male,0,0
571,32,5,131354.25,1,125256.53,France,Male,1,0
554,41,4,112152.89,1,36242.19,Spain,Female,0,1
627,30,3,128770.88,2,40199.01,Germany,Male,1,1
701,30,2,0.0,2,115650.63,Spain,Female,1,0
637,60,3,0.0,2,70174.03,France,Male,1,1
526,42,1,0.0,1,168486.02,France,Male,0,1
679,47,10,198546.1,2,191198.92,France,Male,1,0
630,50,1,81947.76,1,63606.22,France,Male,0,1
598,46,7,131769.04,1,184980.23,Germany,Female,0,0
717,40,0,98241.04,1,110887.14,France,Male,1,0
622,31,5,106260.67,1,2578.43,France,Male,1,1
743,37,8,69143.91,2,105780.18,France,Male,0,1
685,42,2,0.0,2,199992.48,Spain,Female,0,0
563,46,8,106171.68,1,163145.5,Spain,Female,1,0
647,47,5,105603.21,2,157360.9,Spain,Male,1,1
572,23,2,126873.52,1,67040.12,Spain,Male,0,1
644,33,9,141234.98,1,95673.05,France,Male,1,0
741,25,4,0.0,2,73873.65,Spain,Male,1,1
657,48,5,143595.87,1,101314.65,Germany,Female,0,0
718,32,8,0.0,2,41399.33,Spain,Male,1,1
653,31,7,102575.04,1,11043.54,France,Female,1,1
850,31,6,82613.56,2,149170.92,Spain,Male,1,0
660,42,5,0.0,2,115509.59,Spain,Male,1,0
554,22,8,0.0,2,142670.61,France,Female,0,1
470,25,8,127974.06,2,183259.35,France,Female,1,1
492,49,8,0.0,1,182865.09,France,Female,1,1
556,37,9,145018.64,2,90928.02,Germany,Male,1,0
468,36,3,61636.97,1,107787.42,France,Male,0,0
662,39,5,139822.11,2,146219.9,Germany,Male,1,1
737,38,6,146282.79,2,198516.2,Spain,Male,1,0
649,50,5,155393.32,1,87351.42,Germany,Female,1,1
561,37,1,100443.36,2,101693.73,France,Male,0,1
775,25,10,60205.2,2,14073.11,Germany,Male,1,0
850,33,7,134678.13,1,113177.95,Germany,Female,1,0
709,32,2,0.0,2,109681.29,France,Female,0,0
655,38,6,0.0,1,188639.28,France,Female,1,1
663,42,1,82228.67,2,71359.78,France,Female,1,0
666,66,7,0.0,2,99792.82,France,Female,1,1
850,33,0,124781.67,1,33700.52,France,Male,0,1
650,34,4,106005.54,1,142995.32,France,Male,0,1
505,43,5,136855.94,2,171070.52,Germany,Male,1,0
677,25,3,0.0,2,179608.96,France,Female,1,0
536,35,8,0.0,2,64833.28,France,Male,1,0
767,37,7,0.0,2,24734.25,Spain,Male,1,1
635,36,9,81231.85,2,196731.08,Germany,Female,1,0
529,29,4,135759.4,1,112813.79,Germany,Male,0,0
623,48,1,108076.33,1,118855.26,Germany,Female,1,0
645,38,5,101430.3,2,4400.32,France,Female,0,1
591,43,3,0.0,2,198926.36,France,Male,0,1
850,26,8,123126.29,1,74425.41,Germany,Female,1,0
618,42,2,0.0,4,111097.39,France,Female,0,0
632,44,3,107764.75,1,185667.72,France,Male,1,0
543,48,1,100900.5,1,33310.72,Germany,Male,0,0
677,38,4,0.0,2,187800.63,France,Male,1,0
480,47,8,75408.33,1,25887.89,Spain,Male,1,0
642,41,7,115171.71,1,37674.47,France,Female,1,1
628,40,5,181768.32,2,129107.97,Germany,Male,1,1
564,48,5,132876.23,1,79259.77,Spain,Male,1,0
809,36,9,68881.59,2,109135.11,France,Male,0,1
473,35,6,69617.36,1,143345.69,France,Female,1,0
683,30,4,66190.33,1,115186.97,France,Male,1,1
662,38,4,0.0,2,136259.65,Spain,Male,1,0
518,40,4,0.0,2,194416.58,France,Male,0,1
704,36,3,114370.41,1,66810.48,France,Male,0,1
620,38,0,0.0,2,38015.34,Spain,Male,1,1
606,45,5,63832.43,1,93707.8,Germany,Male,1,1
624,33,6,0.0,2,76551.7,Spain,Male,0,0
644,40,9,137285.26,4,77063.63,France,Female,1,0
680,58,8,0.0,2,65708.5,Spain,Female,1,1
639,27,8,0.0,2,192247.35,France,Male,1,0
676,38,1,0.0,2,35644.79,France,Male,0,1
542,35,9,127543.11,2,468.94,Germany,Female,1,0
786,34,3,137361.96,1,183682.09,France,Male,0,0
599,50,3,121159.65,1,4033.39,France,Male,0,0
640,42,5,176099.13,1,8404.73,France,Female,1,1
738,31,9,82674.15,1,41970.72,France,Male,1,0
702,26,5,56738.47,2,100442.22,France,Male,1,1
657,67,5,119785.47,2,107534.32,Spain,Male,1,1
692,42,2,0.0,2,145222.93,France,Female,1,0
702,40,3,148556.74,1,146056.29,France,Male,0,1
726,30,8,134152.29,1,147822.44,Spain,Male,1,1
639,60,5,162039.78,1,84361.72,France,Female,1,1
550,45,0,0.0,2,70399.71,Spain,Male,0,1
658,29,5,75395.53,2,54914.92,Germany,Male,0,1
617,34,9,0.0,2,118749.58,Spain,Male,1,0
693,45,2,116546.59,2,23140.28,Germany,Male,0,0
728,69,1,0.0,2,131804.86,France,Female,1,1
828,34,8,129433.34,2,38131.77,France,Male,0,0
791,44,5,0.0,2,123977.86,France,Female,1,1
583,40,4,0.0,2,114093.73,Spain,Female,1,0
729,39,6,127415.85,1,184977.2,Germany,Male,1,1
649,49,2,0.0,1,84863.85,Spain,Female,1,0
672,28,4,167268.98,1,169469.3,France,Male,1,1
673,39,8,138160.0,1,110468.51,Spain,Male,1,1
689,34,1,165312.27,1,155495.63,France,Male,1,0
659,30,8,154159.51,1,40441.1,Germany,Female,1,0
583,40,3,54428.37,1,109638.78,Spain,Female,1,0
850,43,3,0.0,2,2465.8,France,Female,0,0
636,29,3,97325.15,1,131924.38,Germany,Female,0,1
628,39,8,107553.33,1,117523.41,Spain,Female,1,0
663,40,6,156218.19,1,33607.72,France,Male,0,1
535,38,8,127475.24,1,60775.76,Germany,Male,0,0
750,42,8,151836.36,2,68695.38,Germany,Male,1,0
850,61,3,141784.02,1,92053.75,Germany,Male,1,1
606,37,6,82373.94,1,172526.9,France,Male,0,0
488,31,8,97588.6,1,124210.53,France,Female,0,0
715,31,7,0.0,1,149970.59,Spain,Male,1,1
786,32,9,0.0,2,133112.41,France,Male,1,0
628,69,5,0.0,2,181964.6,France,Male,1,1
508,54,10,0.0,1,175749.36,Spain,Male,1,1
493,37,8,142987.46,2,158840.99,France,Female,1,0
690,38,1,94456.0,2,55034.02,France,Male,0,1
483,29,9,0.0,1,81634.45,France,Male,1,1
666,36,6,0.0,2,176692.87,Spain,Female,1,0
704,31,5,132084.66,3,54474.48,France,Male,1,1
584,33,3,0.0,2,59103.13,France,Male,0,1
791,42,10,113657.41,2,139946.68,Germany,Female,0,1
668,59,5,120170.07,1,50454.8,Germany,Female,0,1
594,31,9,0.0,1,5719.11,France,Female,0,1
741,35,6,74371.49,1,99595.67,Spain,Male,0,0
512,32,2,123403.85,2,80120.19,Germany,Female,1,0
648,33,7,135310.41,2,171668.2,Germany,Male,0,1
765,34,5,86055.17,2,104220.5,Germany,Male,1,1
709,22,0,112949.71,1,155231.55,Germany,Male,0,0
544,21,10,161525.96,2,9262.77,France,Female,1,0
714,55,9,180075.22,1,100127.71,Germany,Female,1,1
559,36,1,104356.94,2,54184.06,Germany,Female,0,1
617,34,1,61687.33,2,105965.25,France,Male,1,0
656,18,10,151762.74,1,127014.32,France,Male,0,1
698,31,8,185078.26,1,115337.74,Spain,Female,0,0
631,34,6,125227.82,2,128247.03,Germany,Female,0,1
726,36,2,0.0,1,195192.4,Spain,Male,1,0
697,37,7,168066.87,1,35450.53,Spain,Female,1,0
517,37,5,113308.84,1,31517.16,France,Male,0,1
498,34,2,0.0,2,148528.24,France,Male,1,1
707,32,9,0.0,2,30807.02,France,Male,0,0
608,48,7,75801.74,1,125762.95,Spain,Male,1,0
628,51,10,115280.49,2,12628.61,Germany,Female,0,0
748,39,9,132865.56,1,59636.43,France,Female,1,1
779,33,3,0.0,2,30804.68,Spain,Male,1,0
650,55,9,119618.42,1,29861.13,Spain,Male,1,1
767,34,8,0.0,2,94767.77,France,Female,1,0
587,38,0,0.0,2,47414.15,France,Male,1,0
506,59,3,190353.08,1,78365.75,Germany,Female,1,0
720,33,6,97188.62,1,91881.29,Spain,Male,0,0
787,32,4,0.0,2,13238.93,France,Male,1,1
685,33,6,0.0,2,186785.01,France,Female,0,1
759,44,2,111095.58,2,100137.7,France,Male,1,0
643,34,3,83132.09,1,21360.88,Spain,Male,1,1
753,51,4,79811.72,2,68260.27,Spain,Male,0,1
572,26,5,0.0,2,119381.41,Spain,Female,1,0
531,44,3,0.0,2,34416.79,France,Male,1,1
782,42,7,126428.38,1,39830.1,Germany,Male,1,0
809,24,7,109558.36,1,183515.13,France,Male,1,0
725,31,6,0.0,1,61326.43,France,Female,0,0
534,41,9,0.0,2,13871.34,France,Male,1,0
677,27,2,0.0,2,20092.89,France,Male,1,1
785,40,3,0.0,2,96832.82,France,Female,1,1
695,39,5,0.0,2,102763.69,Spain,Female,0,0
703,36,7,135095.47,1,143859.66,Spain,Male,1,0
605,75,2,61319.63,1,186655.11,Germany,Male,0,1
572,35,4,152390.26,1,128123.66,Spain,Male,1,0
779,27,1,0.0,2,190623.02,France,Male,1,1
656,33,7,138705.02,2,37136.15,France,Male,1,0
643,34,6,0.0,2,116046.22,Spain,Male,1,1
766,45,6,0.0,2,147184.74,France,Female,0,0
746,32,4,0.0,2,72909.75,France,Female,1,1
802,41,4,90757.64,2,169183.66,Germany,Female,0,1
431,37,0,120764.08,1,117023.08,France,Male,1,1
681,48,8,139480.18,1,163581.67,Germany,Female,1,1
581,34,1,101633.04,1,110431.51,Germany,Female,1,0
571,66,9,111577.01,1,189271.9,Germany,Female,0,1
779,40,2,75470.23,1,52894.01,Germany,Female,1,1
628,51,9,155903.82,2,71159.84,Germany,Female,1,1
680,31,10,113292.17,1,122639.73,France,Male,1,1
710,22,8,0.0,3,107292.91,Spain,Male,1,0
758,52,7,125095.94,1,171189.83,France,Female,1,0
596,30,1,0.0,2,8125.39,Spain,Female,1,0
704,24,2,0.0,1,35600.25,Spain,Female,1,0
619,48,4,0.0,1,18094.96,France,Female,0,0
589,45,1,0.0,1,125939.22,Spain,Female,0,0
640,36,4,0.0,1,173016.46,Spain,Male,0,0
720,57,1,162082.31,4,27145.73,Germany,Female,0,0
428,31,2,0.0,2,54487.43,France,Female,1,0
824,30,0,133634.02,1,162053.92,France,Male,1,1
549,34,6,204017.4,2,109538.35,Germany,Male,1,0
675,34,8,0.0,2,184842.21,France,Male,1,1
709,35,1,111827.27,2,12674.68,Spain,Female,1,0
780,37,3,0.0,2,182156.81,France,Female,0,0
697,42,1,0.0,1,1262.83,France,Female,1,0
420,34,1,135549.9,1,149471.13,Germany,Female,0,0
587,33,6,132603.36,1,55775.72,Germany,Male,1,0
626,49,9,171787.84,2,187192.23,Germany,Male,1,0
694,31,6,109052.59,2,19448.93,Germany,Male,1,1
457,38,7,164496.99,1,163327.27,France,Female,1,1
524,31,8,107818.63,1,199725.39,Germany,Female,1,0
613,29,6,185709.28,2,77242.19,France,Female,1,1
666,47,2,0.0,1,35046.97,France,Male,1,0
610,31,6,107784.65,1,141137.53,France,Female,1,1
678,28,5,138668.18,1,54144.01,Spain,Male,1,1
669,46,3,0.0,2,8487.75,France,Male,0,1
641,42,9,132657.55,1,35367.19,Spain,Male,1,0
834,33,5,0.0,2,66285.18,Spain,Male,1,0
618,30,3,133844.22,1,31406.93,France,Male,1,1
588,36,2,0.0,2,92536.0,France,Female,1,0
673,37,2,0.0,1,13624.02,France,Male,1,1
751,44,10,0.0,2,170634.49,France,Female,1,0
621,33,4,0.0,2,40299.23,Spain,Male,1,1
670,25,7,0.0,2,144723.38,France,Male,1,1
727,40,1,93051.64,2,71865.31,Germany,Male,1,0
713,37,8,0.0,1,16403.41,France,Female,1,1
652,31,1,132862.59,1,158054.49,Spain,Male,0,0
619,55,0,0.0,3,60810.64,France,Female,0,0
630,51,0,108449.23,3,88372.69,Germany,Female,0,0
732,61,9,94867.18,2,157527.6,Germany,Female,1,1
718,43,0,93143.39,1,167554.86,France,Female,1,0
679,39,5,0.0,2,100060.54,Spain,Male,1,1
765,34,9,91835.16,1,138280.17,France,Male,0,0
628,37,9,0.0,2,34689.77,France,Female,1,1
707,40,3,109628.44,1,189366.03,Germany,Female,1,0
717,36,2,164557.95,1,82336.73,Spain,Female,0,1
755,41,6,104817.41,1,126013.58,France,Male,1,0
670,29,9,0.0,2,27359.19,Spain,Female,1,0
574,35,5,163856.76,1,15118.2,Germany,Male,1,1
667,42,6,0.0,1,88890.05,France,Male,1,0
529,72,5,94216.05,1,78695.68,Germany,Male,1,1
632,23,3,122478.51,1,147230.77,Germany,Male,1,0
635,48,4,81556.89,2,191914.37,Germany,Female,1,0
569,25,9,173459.45,2,44381.06,Germany,Male,1,1
617,34,0,131244.65,2,183229.02,France,Female,1,0
667,27,3,106116.5,2,3674.71,Germany,Female,1,0
833,29,1,96462.25,2,48986.18,Germany,Male,0,1
611,28,3,96381.68,2,181419.29,Spain,Female,1,0
641,26,4,91547.84,2,28157.34,France,Female,0,1
769,31,6,117852.26,2,147668.64,France,Female,1,0
747,61,7,155973.13,1,147554.26,France,Male,0,1
646,51,4,101629.3,1,130541.1,France,Female,0,0
699,29,9,127570.93,2,164756.81,Spain,Female,1,0
795,29,4,0.0,2,155711.64,Spain,Male,0,0
684,48,3,73309.38,1,21228.34,France,Female,0,0
767,33,1,144753.21,1,132480.75,Germany,Female,1,1
772,30,4,78653.05,1,1790.48,Spain,Male,1,0
676,29,7,131959.86,1,189268.81,France,Male,0,0
841,36,5,156021.31,1,122662.98,France,Female,0,0
663,46,2,141726.88,1,58257.23,Germany,Female,1,1
656,27,4,118627.16,2,160835.3,Germany,Male,1,1
706,35,5,0.0,2,81718.37,France,Male,1,1
477,47,9,144900.58,1,61315.37,France,Male,1,0
583,57,3,238387.56,1,147964.99,France,Female,0,1
825,34,9,0.0,2,31933.06,France,Male,1,1
566,42,6,0.0,1,180702.12,France,Female,1,0
662,34,2,117731.79,2,55120.79,France,Male,0,1
474,37,3,98431.37,1,75698.44,France,Male,0,0
778,35,1,151958.19,3,131238.37,Germany,Female,1,1
520,45,1,123086.39,1,41042.4,Germany,Female,1,1
551,48,5,95679.29,1,94978.1,Spain,Female,0,0
671,47,7,114603.76,2,153194.32,Germany,Female,1,0
605,39,6,111169.91,1,9641.4,France,Male,0,0
751,34,8,127095.14,2,479.54,Spain,Female,0,0
679,37,7,74260.03,1,194617.98,France,Male,1,0
616,31,3,136789.14,1,59346.4,France,Female,1,0
608,41,3,89763.84,1,199304.74,Spain,Female,0,0
452,60,6,121730.49,1,142963.29,France,Female,1,1
495,45,3,89158.94,3,135169.76,Spain,Female,1,0
545,38,1,88293.13,2,24302.95,France,Male,1,1
680,34,1,0.0,2,167035.07,France,Female,1,0
676,40,2,147803.48,1,95181.06,France,Female,1,0
619,27,1,154483.98,1,156394.74,France,Male,1,0
670,38,7,0.0,2,77864.41,France,Male,1,1
675,57,8,0.0,2,95463.29,France,Female,0,1
560,47,1,0.0,1,128882.66,Spain,Male,0,0
682,46,4,0.0,1,4654.28,Spain,Male,1,1
689,28,3,0.0,2,192449.02,Spain,Female,1,1
540,64,1,91869.69,1,95421.0,Germany,Male,0,1
680,32,5,92961.61,1,116957.6,France,Male,1,0
519,42,8,0.0,2,101485.72,France,Male,1,1
546,47,8,0.0,1,66408.01,France,Female,1,1
507,33,7,0.0,2,85411.01,France,Male,1,1
695,34,9,0.0,2,67502.12,Spain,Female,1,1
634,74,5,108891.7,1,10078.02,Germany,Male,1,0
833,37,8,151226.18,2,136129.49,France,Male,1,1
679,48,8,0.0,2,23344.94,France,Male,1,0
653,44,8,0.0,2,154639.72,France,Male,1,1
711,38,3,128718.78,1,114793.45,Spain,Male,0,0
674,31,1,0.0,1,128954.05,France,Female,1,0
589,27,4,0.0,2,144181.48,Spain,Female,1,0
650,45,9,152367.21,3,150835.21,Germany,Female,1,0
609,45,4,89122.3,1,199256.98,Spain,Female,1,1
850,36,10,0.0,2,100750.03,France,Female,1,1
741,50,1,78737.61,1,13018.96,Spain,Male,1,1
676,61,8,0.0,2,118522.73,France,Female,1,1
581,24,10,159203.71,1,102517.83,Spain,Female,1,1
650,60,8,0.0,2,102925.76,France,Male,1,1
653,35,6,116662.96,2,23864.21,Spain,Male,1,1
745,55,9,110123.59,1,51548.14,France,Female,0,1
746,35,2,172274.01,1,22374.97,France,Male,1,0
546,20,6,0.0,1,20508.85,France,Female,0,1
803,32,9,192122.84,1,54277.45,France,Female,1,1
534,34,5,170600.78,1,5240.53,Spain,Male,0,1
707,52,7,0.0,1,109688.82,Spain,Female,1,0
515,45,7,120961.5,3,39288.11,Germany,Male,1,1
716,44,3,109528.28,1,27341.63,France,Female,1,0
727,28,1,0.0,1,40357.39,Spain,Male,1,0
573,27,4,0.0,2,157549.6,France,Female,1,1
705,92,1,126076.24,2,34436.83,France,Male,1,1
711,43,2,39043.29,2,175423.69,Germany,Male,1,1
631,37,9,131519.49,2,51752.18,Germany,Male,1,1
466,29,6,0.0,2,2797.27,France,Male,1,1
531,63,1,114715.71,1,24506.95,France,Female,0,1
526,32,7,125540.05,1,86786.41,France,Male,0,0
627,70,1,94416.78,1,145299.5,France,Male,0,1
478,32,6,71187.24,1,110593.62,France,Female,1,1
452,35,4,148172.44,1,4175.68,France,Male,1,1
517,29,5,0.0,2,103402.88,Spain,Female,1,0
608,27,4,153325.1,1,199953.33,Spain,Male,1,1
732,36,5,0.0,2,161428.25,France,Male,1,0
659,29,6,123192.12,1,56971.41,France,Male,1,1
663,42,5,124626.07,1,78004.5,France,Female,1,1
666,41,10,141162.08,1,50908.48,France,Female,1,0
603,40,4,102833.46,2,38829.11,France,Male,1,1
586,34,9,74309.81,1,15034.93,Germany,Male,1,0
738,49,6,106770.82,1,123499.27,France,Male,1,0
619,39,5,0.0,2,158444.61,France,Male,1,1
695,50,8,0.0,1,126381.6,France,Female,1,0
536,28,4,0.0,1,136197.65,Spain,Female,1,1
466,36,5,119540.15,1,80603.99,France,Female,0,1
685,25,10,128509.63,1,121562.33,Spain,Female,1,0
534,53,7,0.0,2,80619.17,France,Female,1,1
519,22,8,0.0,1,167553.06,France,Female,0,1
704,39,2,111525.02,1,199484.96,France,Male,1,0
680,33,1,123082.08,1,134960.98,France,Male,1,0
543,34,8,0.0,2,145601.8,France,Female,0,1
588,34,6,121132.26,2,86460.28,Spain,Male,1,0
490,39,1,0.0,3,171060.01,France,Male,1,0
579,59,3,148021.12,1,74878.22,Spain,Female,1,1
706,30,3,98415.37,1,110520.48,France,Male,1,1
616,36,6,0.0,1,12916.32,Spain,Female,1,1
743,65,2,131935.51,1,96399.67,Germany,Male,1,1
749,35,3,0.0,3,132649.85,France,Female,1,1
716,52,7,65971.61,2,14608.0,France,Female,1,0
730,39,1,116537.6,1,145679.6,France,Male,0,0
678,32,4,139626.01,1,118235.52,Germany,Male,1,1
725,41,7,113980.21,1,116704.25,France,Male,1,1
562,38,5,0.0,1,115700.2,France,Male,1,0
634,34,1,0.0,2,61995.57,Spain,Male,1,0
770,46,5,141788.63,2,164967.21,Germany,Female,0,0
620,28,8,0.0,2,199909.32,France,Male,1,1
545,37,8,114754.08,1,136050.44,Germany,Female,1,0
613,46,8,167795.6,1,44390.38,France,Female,0,1
719,50,2,0.0,2,10772.13,Spain,Male,0,0
649,35,4,108306.44,1,192486.24,France,Female,1,1
717,22,5,112465.06,1,92977.75,France,Female,1,1
518,50,4,0.0,1,107112.25,Spain,Male,0,0
549,37,1,130622.34,2,128499.94,Germany,Female,1,1
557,39,7,49572.73,1,115287.99,France,Female,1,0
748,27,2,90971.85,1,131662.47,Germany,Female,1,1
561,43,4,0.0,4,18522.91,France,Male,0,0
710,29,3,119670.18,1,188022.44,Spain,Female,1,0
638,36,6,0.0,1,164247.51,France,Female,1,0
561,49,5,94754.0,1,26691.31,Germany,Male,1,1
667,40,8,72945.29,2,98931.5,France,Male,1,0
808,67,10,124577.15,1,169894.4,Spain,Female,0,1
612,38,7,110615.47,1,193502.93,France,Female,1,1
591,34,4,150635.3,1,72274.84,Germany,Female,1,1
431,63,6,160982.89,1,168008.17,France,Male,1,1
492,28,9,0.0,2,95957.09,France,Female,1,0
644,44,5,73348.56,1,157166.79,France,Male,1,0
486,39,8,97819.36,1,120531.31,France,Female,0,1
703,31,6,0.0,2,67667.19,Spain,Male,1,1
729,45,7,91091.06,2,71133.12,Spain,Female,1,0
648,46,9,127209.0,2,77405.95,Spain,Male,1,0
850,39,10,0.0,2,143030.09,Spain,Female,1,1
741,37,8,170840.08,2,109843.16,Germany,Female,0,0
502,57,3,101465.31,1,43568.31,Germany,Female,1,0
513,39,7,89039.9,2,146738.83,Spain,Male,1,1
626,34,7,113014.7,2,56646.28,France,Male,1,1
452,35,7,0.0,2,164241.67,France,Female,1,0
723,45,4,0.0,2,37214.39,Spain,Female,1,0
681,34,3,0.0,2,55816.2,France,Male,0,0
699,34,2,117468.67,1,185227.42,France,Male,1,0
711,38,2,129022.06,2,14374.86,France,Female,1,1
772,51,9,143930.92,1,46675.51,Germany,Female,0,1
657,41,5,95858.37,1,68255.88,France,Female,1,1
706,39,8,112889.91,1,6723.66,Germany,Female,0,1
658,21,7,0.0,2,154279.87,Spain,Male,0,1
518,27,1,133801.49,1,143315.57,France,Female,1,1
759,33,2,0.0,2,56583.88,France,Female,1,0
850,70,5,0.0,1,705.18,Spain,Female,1,1
785,36,4,135438.4,1,190627.01,France,Female,0,0
642,30,8,134497.27,1,43250.54,Germany,Male,0,0
659,38,3,0.0,2,158553.1,France,Female,1,0
576,26,8,0.0,2,34101.06,Spain,Male,0,1
823,44,1,0.0,2,182495.7,France,Female,0,1
564,33,4,135946.26,1,63170.0,France,Female,1,0
733,33,7,187257.94,1,190430.81,Germany,Female,0,1
531,31,3,0.0,1,42589.33,France,Male,1,1
601,32,8,93012.89,1,86957.42,France,Male,1,0
685,34,6,83264.28,1,9663.28,Spain,Male,0,0
718,33,7,102874.28,1,117841.06,France,Male,0,0
674,46,2,174701.05,1,90189.72,France,Male,1,0
489,47,8,103894.38,2,107625.46,France,Female,1,1
725,40,8,104149.66,1,62027.9,Germany,Male,1,0
836,57,4,101247.06,1,37141.62,Spain,Male,1,0
